term,log_odds,odds_ratio
(Intercept),0.6369686843047457,1.8907407515149384
z_frugivory,0.07208604818536998,1.0747478201847127
z_luv,0.12091957662594265,1.1285341481936757
arboreal_i,1.1847032261607195,3.2697163111990135
z_luv:arboreal_i,-0.6332344967800799,0.5308719175196913
