scientific_name,routine_trichromacy,diet_pct_fruit_eltontraits,z_frugivory,longevity_years,log_longevity,abs_latitude,uv,foraging_stratum_eltontraits,arboreal,uv_arb,luv_arb,z_uv_arb
Colobus vellerosus,1,30,-0.5504559621322163,NA,NA,7.44,0.9915810044372617,arboreal,0.1,0.09915810044372618,NA,-0.45242654586287445
Erythrocebus patas,1,40,-0.04656425057311814,23.9,3.173878458937465,7.970000000000001,0.9903408038596959,ground,1,0.9903408038596959,23.669145212246733,2.2550533871126177
Lophocebus albigena,1,50,0.45732746098598,32.7,3.487375077903208,0.22,0.9999926282674982,arboreal,0.1,0.09999926282674983,3.2699758944347197,-0.4498710314170928
Lophocebus aterrimus,1,40,-0.04656425057311814,26.8,3.288401887516811,1.6500000000000001,0.9995853681937397,arboreal,0.1,0.09995853681937397,2.6788887867592224,-0.44999476008383826
Lophocebus opdenboschi,1,40,-0.04656425057311814,NA,NA,4.7,0.9966373868180366,arboreal,0.1,0.09966373868180367,NA,-0.4508903789492973
Macaca arctoides,1,30,-0.5504559621322163,30,3.4011973816621555,17.16,0.9554845724739565,scansorial,1,0.9554845724739565,28.664537174218694,2.149157540330243
Macaca assamensis,1,30,-0.5504559621322163,31.4,3.4468078929142076,23.01,0.9204366439858742,scansorial,1,0.9204366439858742,28.90171062115645,2.0426793033647854
Macaca cyclopis,1,30,-0.5504559621322163,NA,NA,23.91,0.9141832307634781,scansorial,1,0.9141832307634781,NA,2.0236809646993876
Macaca fascicularis,1,40,-0.04656425057311814,38,3.6375861597263857,4.13,0.9974032102313197,scansorial,1,0.9974032102313197,37.90132198879015,2.276509507677342
Macaca fuscata,1,30,-0.5504559621322163,33,3.4965075614664802,35.879999999999995,0.8102462736564354,scansorial,1,0.8102462736564354,26.73812703066237,1.7079126889202492
Macaca hecki,1,60,0.961219172545078,NA,NA,0.64,0.9999376150010865,scansorial,1,0.9999376150010865,NA,2.2842092195656885
Macaca leonina,1,80,1.9690025956632742,NA,NA,17.59,0.9532434267762799,scansorial,1,0.9532434267762799,NA,2.1423487715109255
Macaca maura,1,30,-0.5504559621322163,33,3.4965075614664802,4.98,0.996225060492936,scansorial,1,0.996225060492936,32.87542699626689,2.2729302003563094
Macaca mulatta,1,30,-0.5504559621322163,36,3.58351893845611,25.07,0.9057907851659387,scansorial,1,0.9057907851659387,32.60846826597379,1.99818408515176
Macaca nemestrina,1,70,1.4651108841041762,34.3,3.535145354171894,3.04,0.9985927540074452,scansorial,1,0.9985927540074452,34.25173146245537,2.280123430940115
Macaca nigra,1,70,1.4651108841041762,18,2.8903717578961645,1.01,0.9998446339083082,scansorial,1,0.9998446339083082,17.99720341034955,2.2839267360279374
Macaca nigrescens,1,80,1.9690025956632742,NA,NA,0.61,0.9999433264643717,scansorial,1,0.9999433264643717,NA,2.2842265714197736
Macaca ochreata,1,30,-0.5504559621322163,29,3.367295829986474,4.7,0.9966373868180366,scansorial,1,0.9966373868180366,28.90248421772306,2.274182878675546
Macaca pagensis,1,60,0.961219172545078,30,3.4011973816621555,2.68,0.9989062573590616,scansorial,1,0.9989062573590616,29.967187720771847,2.2810758776496036
Macaca radiata,1,30,-0.5504559621322163,30,3.4011973816621555,14.59,0.9677531501451416,scansorial,1,0.9677531501451416,29.03259450435425,2.186430400007122
Macaca siberu,1,60,0.961219172545078,NA,NA,1.36,0.9997183030367047,scansorial,1,0.9997183030367047,NA,2.283542933359337
Macaca silenus,1,30,-0.5504559621322163,40,3.6888794541139363,13.19,0.9736187427898355,scansorial,1,0.9736187427898355,38.94474971159342,2.204250510652946
Macaca sinica,1,30,-0.5504559621322163,35,3.5553480614894135,7.87,0.9905812932541447,scansorial,1,0.9905812932541447,34.670345263895065,2.255784011940801
Macaca sylvanus,1,30,-0.5504559621322163,22,3.091042453358316,34.21,0.82698245962176,scansorial,1,0.82698245962176,18.19361411167872,1.7587584778723626
Macaca thibetana,1,30,-0.5504559621322163,27,3.295836866004329,28.38,0.8798145434409992,scansorial,1,0.8798145434409992,23.75499267290698,1.9192663133695946
Macaca tonkeana,1,30,-0.5504559621322163,28.4,3.3463891451671604,1.1,0.9998157121216442,scansorial,1,0.9998157121216442,28.394766224254695,2.283838869469578
Mandrillus leucophaeus,1,40,-0.04656425057311814,33.4,3.5085558999826545,5.21,0.9958685650785236,scansorial,1,0.9958685650785236,33.26201007362269,2.2718471405336498
Mandrillus sphinx,1,40,-0.04656425057311814,46.33,3.835789699428557,0.76,0.9999120277790478,scansorial,1,0.9999120277790478,46.32592424700328,2.2841314836649076
Miopithecus ogouensis,1,80,1.9690025956632742,NA,NA,0.62,0.9999414531032158,arboreal,0.1,0.09999414531032158,NA,-0.4498865788160526
Miopithecus talapoin,1,50,0.45732746098598,30.9,3.4307561839036995,7.68,0.9910299093414927,arboreal,0.1,0.09910299093414927,3.0622824198652125,-0.452593972688736
Nasalis larvatus,1,20,-1.0543476736913144,21,3.044522437723423,1.42,0.9996929004370153,scansorial,1,0.9996929004370153,20.993550909177323,2.2834657583551086
Papio anubis,1,20,-1.0543476736913144,25.2,3.2268439945173775,8.04,0.990170666273471,ground,1,0.990170666273471,24.952300790091467,2.254536496357464
Papio cynocephalus,1,20,-1.0543476736913144,45,3.8066624897703196,5.96,0.9945946276372433,ground,1,0.9945946276372433,44.75675824367595,2.2679768229827006
Papio hamadryas,1,0,-2.0621310968095106,37.5,3.624340932976365,12.719999999999999,0.9754577437121731,ground,1,0.9754577437121731,36.57966538920649,2.2098375334652913
Papio papio,1,20,-1.0543476736913144,40,3.6888794541139363,10.83,0.9821890034564742,ground,1,0.9821890034564742,39.28756013825897,2.2302876057248673
Papio ursinus,1,40,-0.04656425057311814,45,3.8066624897703196,24.419999999999998,0.9105394046779844,ground,1,0.9105394046779844,40.9742732105093,2.0126107475958563
Piliocolobus badius,1,20,-1.0543476736913144,NA,NA,9.69,0.9857328610198625,arboreal,0.1,0.09857328610198625,NA,-0.4542032557212548
Piliocolobus foai,1,20,-1.0543476736913144,NA,NA,1.59,0.9996149730606797,arboreal,0.1,0.09996149730606797,NA,-0.44998576590308825
Piliocolobus gordonorum,1,20,-1.0543476736913144,NA,NA,8.49,0.9890416459071093,arboreal,0.1,0.09890416459071094,NA,-0.4531980220412905
Piliocolobus kirkii,1,20,-1.0543476736913144,NA,NA,6.09,0.9943564755676915,arboreal,0.1,0.09943564755676915,NA,-0.4515833369045557
Piliocolobus pennantii,1,20,-1.0543476736913144,NA,NA,0.9500000000000001,0.9998625445384374,arboreal,0.1,0.09998625445384374,NA,-0.44991055183021217
Piliocolobus preussi,1,20,-1.0543476736913144,NA,NA,5.17,0.9959317172081449,arboreal,0.1,0.0995931717208145,NA,-0.4511047666725744
Piliocolobus rufomitratus,1,20,-1.0543476736913144,NA,NA,2.58,0.9989863435996542,arboreal,0.1,0.09989863435996543,NA,-0.4501767482509816
Piliocolobus tephrosceles,1,20,-1.0543476736913144,NA,NA,2.8699999999999997,0.9987457106821659,arboreal,0.1,0.0998745710682166,NA,-0.45024985433717646
Piliocolobus tholloni,1,20,-1.0543476736913144,NA,NA,1.09,0.9998190474793415,arboreal,0.1,0.09998190474793416,NA,-0.44992376656319494
Presbytis chrysomelas,1,40,-0.04656425057311814,NA,NA,3.59,0.9980376722404478,arboreal,0.1,0.09980376722404478,NA,-0.45046496172933964
Presbytis comata,1,40,-0.04656425057311814,NA,NA,6.7700000000000005,0.9930273681629727,arboreal,0.1,0.09930273681629727,NA,-0.4519871297085736
Presbytis femoralis,1,40,-0.04656425057311814,NA,NA,5.37,0.9956111031289763,arboreal,0.1,0.09956111031289763,NA,-0.451202171635917
Presbytis frontata,1,40,-0.04656425057311814,NA,NA,0.23,0.9999919428800662,arboreal,0.1,0.09999919428800663,NA,-0.4498712396429381
Presbytis hosei,1,40,-0.04656425057311814,NA,NA,3.67,0.9979492705161096,arboreal,0.1,0.09979492705161097,NA,-0.4504918188366161
Presbytis melalophos,1,40,-0.04656425057311814,16,2.772588722239781,3.3299999999999996,0.9983115393108354,arboreal,0.1,0.09983115393108355,1.5972984628973368,-0.4503817588580838
Presbytis natunae,1,40,-0.04656425057311814,NA,NA,3.94,0.9976365520793113,arboreal,0.1,0.09976365520793114,NA,-0.4505868250445528
Presbytis potenziani,1,40,-0.04656425057311814,NA,NA,2.13,0.9993090701927474,arboreal,0.1,0.09993090701927475,NA,-0.45007870149005497
Presbytis rubicunda,1,40,-0.04656425057311814,NA,NA,1.42,0.9996929004370153,arboreal,0.1,0.09996929004370153,NA,-0.44996209098134105
Presbytis siamensis,1,50,0.45732746098598,NA,NA,1.8,0.9995065603657316,arboreal,0.1,0.09995065603657316,NA,-0.450018702493411
Presbytis thomasi,1,40,-0.04656425057311814,NA,NA,4.45,0.9969854226039088,arboreal,0.1,0.09969854226039088,NA,-0.4507846430656683
Procolobus verus,1,10,-1.5582393852504124,NA,NA,7,0.992546151641322,arboreal,0.1,0.0992546151641322,NA,-0.45213332689920477
Pygathrix cinerea,1,20,-1.0543476736913144,NA,NA,14.850000000000001,0.9666001020169073,arboreal,0.1,0.09666001020169074,NA,-0.46001593149070114
Pygathrix nemaeus,1,20,-1.0543476736913144,25,3.2188758248682006,16.630000000000003,0.9581728570278079,arboreal,0.1,0.0958172857027808,2.3954321425695198,-0.4625761917617765
Pygathrix nigripes,1,30,-0.5504559621322163,NA,NA,12.59,0.9759548202525252,arboreal,0.1,0.09759548202525253,NA,-0.45717389788698637
Rhinopithecus avunculus,1,20,-1.0543476736913144,NA,NA,22.06,0.926791059145809,arboreal,0.1,0.0926791059145809,NA,-0.4721102174672268
Rhinopithecus bieti,1,0,-2.0621310968095106,NA,NA,28.69,0.8772299651572215,arboreal,0.1,0.08772299651572216,NA,-0.4871672497588174
Rhinopithecus brelichi,1,20,-1.0543476736913144,NA,NA,27.330000000000002,0.888376962511038,arboreal,0.1,0.08883769625110381,NA,-0.48378070830859554
Rhinopithecus roxellana,1,10,-1.5582393852504124,29.5,3.3843902633457743,32.32,0.8450752575720964,arboreal,0.1,0.08450752575720966,2.492972009837685,-0.4969360912324816
Semnopithecus ajax,1,20,-1.0543476736913144,NA,NA,32.37,0.8446083680043347,scansorial,1,0.8446083680043347,NA,1.8123073102984906
Semnopithecus dussumieri,1,10,-1.5582393852504124,NA,NA,13.93,0.9705905654113183,scansorial,1,0.9705905654113183,NA,2.19505068052339
Semnopithecus entellus,1,10,-1.5582393852504124,25,3.2188758248682006,23.49,0.9171296552585672,scansorial,1,0.9171296552585672,22.92824138146418,2.032632423433835
Semnopithecus hector,1,20,-1.0543476736913144,NA,NA,29.53,0.8700977442720597,scansorial,1,0.8700977442720597,NA,1.8897459482841683
Semnopithecus hypoleucos,1,20,-1.0543476736913144,NA,NA,10.67,0.982709876657223,scansorial,1,0.982709876657223,NA,2.231870057598368
Semnopithecus priam,1,40,-0.04656425057311814,NA,NA,9.91,0.9850793038620546,scansorial,1,0.9850793038620546,NA,2.2390685552634797
Semnopithecus schistaceus,1,10,-1.5582393852504124,NA,NA,28.08,0.8822912264349533,scansorial,1,0.8822912264349533,NA,1.926790662171215
Simias concolor,1,10,-1.5582393852504124,NA,NA,2.13,0.9993090701927474,arboreal,0.1,0.09993090701927475,NA,-0.45007870149005497
Theropithecus gelada,1,0,-2.0621310968095106,28,3.332204510175204,10.950000000000001,0.9817933219112157,ground,1,0.9817933219112157,27.49021301351404,2.2290854954959216
Trachypithecus auratus,1,30,-0.5504559621322163,31.1,3.4372078191851885,7.41,0.9916486682069655,arboreal,0.1,0.09916486682069656,3.084027358123663,-0.4524059891018467
Trachypithecus barbei,1,30,-0.5504559621322163,NA,NA,14.75,0.9670459389139432,arboreal,0.1,0.09670459389139432,NA,-0.459880482895539
Trachypithecus cristatus,1,30,-0.5504559621322163,31.1,3.4372078191851885,0.54,0.9999555871089498,arboreal,0.1,0.099995558710895,3.1098618759088343,-0.44988228479904
Trachypithecus delacouri,1,30,-0.5504559621322163,NA,NA,19.9,0.940288127010419,arboreal,0.1,0.09402881270104191,NA,-0.46800970695940747
Trachypithecus ebenus,1,30,-0.5504559621322163,NA,NA,17.38,0.9543446553069651,arboreal,0.1,0.09543446553069651,NA,-0.4637392281738204
Trachypithecus francoisi,1,30,-0.5504559621322163,26.3,3.269568939183719,22.9,0.9211854055657213,arboreal,0.1,0.09211854055657213,2.422717616637847,-0.47381325709323435
Trachypithecus geei,1,30,-0.5504559621322163,NA,NA,26.79,0.8926644978329499,arboreal,0.1,0.089266449783295,NA,-0.4824781229014165
Trachypithecus germaini,1,30,-0.5504559621322163,NA,NA,12.84,0.9749944466507005,arboreal,0.1,0.09749944466507005,NA,-0.4574656665944729
Trachypithecus hatinhensis,1,30,-0.5504559621322163,NA,NA,17.810000000000002,0.9520760243448547,arboreal,0.1,0.09520760243448548,NA,-0.4644284552853539
Trachypithecus johnii,1,30,-0.5504559621322163,NA,NA,10.75,0.9824503977255098,arboreal,0.1,0.09824503977255099,NA,-0.45520049270376384
Trachypithecus laotum,1,30,-0.5504559621322163,NA,NA,17.93,0.9514333418955382,arboreal,0.1,0.09514333418955383,NA,-0.46462370703655265
Trachypithecus obscurus,1,30,-0.5504559621322163,25,3.2188758248682006,6.819999999999999,0.9929241168305712,arboreal,0.1,0.09929241168305714,2.4823102920764284,-0.4520184982382205
Trachypithecus phayrei,1,30,-0.5504559621322163,28.3,3.342861804649192,20.479999999999997,0.9367943776179378,arboreal,0.1,0.09367943776179379,2.6511280886587643,-0.46907113424415287
Trachypithecus pileatus,1,30,-0.5504559621322163,25.2,3.2268439945173775,24.830000000000002,0.9075577295099808,arboreal,0.1,0.09075577295099808,2.2870454783651515,-0.4779534473496858
Trachypithecus poliocephalus,1,30,-0.5504559621322163,NA,NA,21.38,0.9311831251617939,arboreal,0.1,0.0931183125161794,NA,-0.47077587485072375
Trachypithecus shortridgei,1,30,-0.5504559621322163,NA,NA,25.459999999999997,0.9028856178151219,arboreal,0.1,0.09028856178151219,NA,-0.479372869945071
Trachypithecus vetulus,1,30,-0.5504559621322163,23,3.1354942159291497,8.03,0.9901950621358374,arboreal,0.1,0.09901950621358374,2.277448642912426,-0.45284760553503656
Allocebus trichotis,0,50,0.45732746098598,NA,NA,16.59,0.9583724218952513,arboreal,0.1,0.09583724218952513,NA,-0.462515562457386
Phaner furcifer,0,0,-2.0621310968095106,12,2.4849066497880004,15.350000000000001,0.9643267785343497,arboreal,0.1,0.09643267785343497,1.1571921342412197,-0.4607065842251623
Gorilla beringei,1,10,-1.5582393852504124,NA,NA,1.78,0.9995174638954168,ground,1,0.9995174638954168,NA,2.2829327689758627
Gorilla gorilla,1,10,-1.5582393852504124,54,3.9889840465642745,0.88,0.9998820544536569,ground,1,0.9998820544536569,53.99363094049747,2.2840404224529816
Pan paniscus,1,60,0.961219172545078,48,3.871201010907891,1.6600000000000001,0.9995803274764746,scansorial,1,0.9995803274764746,47.97985571887078,2.2831237532527977
Pan troglodytes,1,60,0.961219172545078,60,4.0943445622221,2.2,0.9992629164106211,scansorial,1,0.9992629164106211,59.955774984637266,2.282159434614197
Pongo abelii,1,80,1.9690025956632742,NA,NA,3.8,0.99780146829205,arboreal,0.1,0.099780146829205,NA,-0.450536722261487
Pongo pygmaeus,1,80,1.9690025956632742,60,4.0943445622221,1.33,0.9997305932206075,arboreal,0.1,0.09997305932206076,5.998383559323646,-0.4499506396308152
Bunopithecus hoolock,1,70,1.4651108841041762,NA,NA,23.439999999999998,0.9174771405229186,arboreal,0.1,0.09174771405229187,NA,-0.4749398558424087
