scientific_name_raw,scientific_name_display,scientific_name_clean_original,scientific_name_clean,merged_from_species,n_rows_collapsed,n_unique_input_species,routine_trichromacy,routine_trichromacy_conflict,diet_pct_fruit_eltontraits,longevity_years,log_longevity,abs_latitude,uv_i,foraging_stratum_eltontraits,foraging_stratum_conflict,arboreal_i,luv_raw,z_frugivory,z_luv,z_lifetime
Nasalis larvatus,Nasalis larvatus,nasalis larvatus,nasalis larvatus,nasalis larvatus,1,1,1,FALSE,20,21,3.044522437723423,1.42,0.9996929004370153,scansorial,FALSE,1,20.993550909177323,-1.0510373880819177,-0.7195128115265399,-0.6619137138893768
Nomascus concolor,Nomascus concolor,nomascus concolor,nomascus concolor,nomascus concolor,1,1,1,FALSE,80,44.1,3.7864597824528,22.7,0.9225380894562464,arboreal,FALSE,0.1,40.683929745020464,1.9719463376394077,1.2267650340140743,1.1234941173017048
Nomascus leucogenys,Nomascus leucogenys,nomascus leucogenys,nomascus leucogenys,nomascus leucogenys,1,1,1,FALSE,80,44.1,3.7864597824528,20.91,0.9341421975660468,arboreal,FALSE,0.1,41.19567091266266,1.9719463376394077,1.2773476310040346,1.1234941173017048
Pan paniscus,Pan paniscus,pan paniscus,pan paniscus,pan paniscus,1,1,1,FALSE,60,48,3.871201010907891,1.6600000000000001,0.9995803274764746,scansorial,FALSE,1,47.97985571887078,0.9642850957322994,1.9479242968191448,1.4249266082820171
Pan troglodytes,Pan troglodytes,pan troglodytes,pan troglodytes,pan troglodytes,1,1,1,FALSE,60,60,4.0943445622221,2.2,0.9992629164106211,scansorial,FALSE,1,59.955774984637266,0.9642850957322994,3.131673301409907,2.3524111959137475
Papio anubis,Papio anubis,papio anubis,papio anubis,papio anubis,1,1,1,FALSE,20,25.2,3.2268439945173775,8.04,0.990170666273471,ground,FALSE,1,24.952300790091467,-1.0510373880819177,-0.3282137281775514,-0.33729410821827116
Papio cynocephalus,Papio cynocephalus,papio cynocephalus,papio cynocephalus,papio cynocephalus,1,1,1,FALSE,20,45,3.8066624897703196,5.96,0.9945946276372433,ground,FALSE,1,44.75675824367595,-1.0510373880819177,1.6293401160734429,1.1930554613740845
Papio hamadryas,Papio hamadryas,papio hamadryas,papio hamadryas,papio hamadryas,1,1,1,FALSE,0,37.5,3.624340932976365,12.719999999999999,0.9754577437121731,ground,FALSE,1,36.57966538920649,-2.058698629989026,0.8210827028330292,0.6133775941042527
Papio papio,Papio papio,papio papio,papio papio,papio papio,1,1,1,FALSE,20,40,3.6888794541139363,10.83,0.9821890034564742,ground,FALSE,1,39.28756013825897,-1.0510373880819177,1.0887421319417696,0.8066035498608634
Papio ursinus,Papio ursinus,papio ursinus,papio ursinus,papio ursinus,1,1,1,FALSE,40,45,3.8066624897703196,24.419999999999998,0.9105394046779844,ground,FALSE,1,40.9742732105093,-0.043376146174809144,1.2554637735959537,1.1930554613740845
Phaner furcifer,Phaner furcifer,phaner furcifer,phaner furcifer,phaner furcifer,1,1,0,FALSE,0,12,2.4849066497880004,15.350000000000001,0.9643267785343497,arboreal,FALSE,0.1,11.571921342412196,-2.058698629989026,-1.6507853404890425,-1.3575271546131749
Pithecia pithecia,Pithecia pithecia,pithecia pithecia,pithecia pithecia,pithecia pithecia,1,1,0,FALSE,30,20.7,3.0301337002713233,2.92,0.9987016360714307,arboreal,FALSE,0.1,20.673123866678615,-0.5472067671283634,-0.7511851353109914,-0.6851008285801701
Pongo pygmaeus,Pongo pygmaeus,pongo pygmaeus,pongo pygmaeus,pongo pygmaeus,1,1,1,FALSE,80,60,4.0943445622221,1.33,0.9997305932206075,arboreal,FALSE,0.1,59.98383559323645,1.9719463376394077,3.1344469271133173,2.3524111959137475
Presbytis melalophos,Presbytis melalophos,presbytis melalophos,presbytis melalophos,presbytis melalophos,1,1,1,FALSE,40,16,2.772588722239781,3.3299999999999996,0.9983115393108354,arboreal,FALSE,0.1,15.972984628973366,-0.043376146174809144,-1.2157661850493455,-1.048365625402598
Propithecus diadema,Propithecus diadema,propithecus diadema,propithecus diadema,propithecus diadema,1,1,0,FALSE,30,21,3.044522437723423,17,0.9563047559630354,arboreal,FALSE,0.1,20.082399875223743,-0.5472067671283634,-0.8095747187203809,-0.6619137138893768
Propithecus tattersalli,Propithecus tattersalli,propithecus tattersalli,propithecus tattersalli,propithecus tattersalli,1,1,0,FALSE,30,20,2.995732273553991,13.08,0.9740550241708108,arboreal,FALSE,0.1,19.481100483416217,-0.5472067671283634,-0.869009618097822,-0.739204096192021
Propithecus verreauxi,Propithecus verreauxi,propithecus verreauxi,propithecus verreauxi,propithecus verreauxi,1,1,0,FALSE,30,20.6,3.0252910757955354,22.630000000000003,0.9230088740101037,arboreal,FALSE,0.1,19.013982804608137,-0.5472067671283634,-0.9151814463345433,-0.6928298668104343
Pygathrix nemaeus,Pygathrix nemaeus,pygathrix nemaeus,pygathrix nemaeus,pygathrix nemaeus,1,1,1,FALSE,20,25,3.2188758248682006,16.630000000000003,0.9581728570278079,arboreal,FALSE,0.1,23.954321425695195,-1.0510373880819177,-0.4268581038609407,-0.35275218467879993
Rhinopithecus roxellana,Rhinopithecus roxellana,rhinopithecus roxellana,rhinopithecus roxellana,rhinopithecus roxellana,1,1,1,FALSE,10,29.5,3.3843902633457743,32.32,0.8450752575720964,arboreal,FALSE,0.1,24.929720098376844,-1.5548680090354718,-0.33044569640871374,-0.00494546431690096
Saguinus bicolor,Saguinus bicolor,saguinus bicolor,saguinus bicolor,saguinus bicolor,1,1,0,FALSE,30,19,2.9444389791664403,1.74,0.9995389055889605,arboreal,FALSE,0.1,18.99123920619025,-0.5472067671283634,-0.9174295169327599,-0.8164944784946653
Saguinus fuscicollis,Saguinus fuscicollis,saguinus fuscicollis,saguinus fuscicollis,saguinus fuscicollis,1,1,0,FALSE,30,24.5,3.1986731175506815,5.28,0.9957568809385692,arboreal,FALSE,0.1,24.396043582994945,-0.5472067671283634,-0.3831964731831225,-0.391397375830122
Saguinus geoffroyi,Saguinus geoffroyi,saguinus geoffroyi,saguinus geoffroyi,saguinus geoffroyi,1,1,0,FALSE,30,20.5,3.0204248861443626,6.88,0.9927992171141706,arboreal,FALSE,0.1,20.352383950840498,-0.5472067671283634,-0.7828883847802167,-0.700558905040699
Saguinus imperator,Saguinus imperator,saguinus imperator,saguinus imperator,saguinus imperator,1,1,0,FALSE,30,20.2,3.005682604407159,9.229999999999999,0.9870524161681935,arboreal,FALSE,0.1,19.93845880659751,-0.5472067671283634,-0.8238024446197278,-0.7237460197314922
Saguinus leucopus,Saguinus leucopus,saguinus leucopus,saguinus leucopus,saguinus leucopus,1,1,0,FALSE,30,15.2,2.7212954278522306,6.3,0.9939609554551797,arboreal,FALSE,0.1,15.108206522918731,-0.5472067671283634,-1.3012444017537848,-1.1101979312447132
Saguinus midas,Saguinus midas,saguinus midas,saguinus midas,saguinus midas,1,1,0,FALSE,30,15.4,2.7343675094195836,0.17,0.9999955982815133,arboreal,FALSE,0.1,15.399932213535305,-0.5472067671283634,-1.2724090373681833,-1.0947398547841845
Saguinus mystax,Saguinus mystax,saguinus mystax,saguinus mystax,saguinus mystax,1,1,0,FALSE,30,20,2.995732273553991,6.23,0.9940942793684235,arboreal,FALSE,0.1,19.881885587368473,-0.5472067671283634,-0.8293943737620944,-0.739204096192021
Saguinus oedipus,Saguinus oedipus,saguinus oedipus,saguinus oedipus,saguinus oedipus,1,1,0,FALSE,30,23.1,3.139832617527748,9.219999999999999,0.987080395871597,arboreal,FALSE,0.1,22.801557144633893,-0.5472067671283634,-0.5408020558826284,-0.49960391105382385
Saimiri boliviensis,Saimiri boliviensis,saimiri boliviensis,saimiri boliviensis,saimiri boliviensis,1,1,0,FALSE,20,30.3,3.4111477125153233,11.05,0.9814602974323101,arboreal,FALSE,0.1,29.738247012198997,-1.0510373880819177,0.14484883601652274,0.05688684152521447
Saimiri sciureus,Saimiri sciureus,saimiri sciureus,saimiri sciureus,saimiri sciureus,1,1,0,FALSE,20,27,3.295836866004329,0.64,0.9999376150010865,arboreal,FALSE,0.1,26.998315605029333,-1.0510373880819177,-0.1259772278460973,-0.1981714200735115
Semnopithecus entellus,Semnopithecus entellus,semnopithecus entellus,semnopithecus entellus,semnopithecus entellus,1,1,1,FALSE,10,25,3.2188758248682006,23.49,0.9171296552585672,scansorial,FALSE,1,22.92824138146418,-1.5548680090354718,-0.5282800660530991,-0.35275218467879993
Symphalangus syndactylus,Symphalangus syndactylus,symphalangus syndactylus,symphalangus syndactylus,symphalangus syndactylus,1,1,1,FALSE,80,38,3.6375861597263857,0.14,0.9999970147507714,arboreal,FALSE,0.1,37.99988656052931,1.9719463376394077,0.9614631914238161,0.6520227852555749
Theropithecus gelada,Theropithecus gelada,theropithecus gelada,theropithecus gelada,theropithecus gelada,1,1,1,FALSE,0,28,3.332204510175204,10.950000000000001,0.9817933219112157,ground,FALSE,1,27.49021301351404,-2.058698629989026,-0.0773560694420806,-0.12088103777086728
Trachypithecus auratus,Trachypithecus auratus,trachypithecus auratus,trachypithecus auratus,trachypithecus auratus,1,1,1,FALSE,30,31.1,3.4372078191851885,7.41,0.9916486682069655,arboreal,FALSE,0.1,30.84027358123663,-0.5472067671283634,0.25377766437460025,0.1187191473673299
Trachypithecus cristatus,Trachypithecus cristatus,trachypithecus cristatus,trachypithecus cristatus,trachypithecus cristatus,1,1,1,FALSE,30,31.1,3.4372078191851885,0.54,0.9999555871089498,arboreal,FALSE,0.1,31.098618759088343,-0.5472067671283634,0.27931356189830614,0.1187191473673299
Trachypithecus francoisi,Trachypithecus francoisi,trachypithecus francoisi,trachypithecus francoisi,trachypithecus francoisi,1,1,1,FALSE,30,26.3,3.269568939183719,22.9,0.9211854055657213,arboreal,FALSE,0.1,24.22717616637847,-0.5472067671283634,-0.3998880216055452,-0.2522746876853624
Trachypithecus obscurus,Trachypithecus obscurus,trachypithecus obscurus,trachypithecus obscurus,trachypithecus obscurus,1,1,1,FALSE,30,25,3.2188758248682006,6.819999999999999,0.9929241168305712,arboreal,FALSE,0.1,24.82310292076428,-0.5472067671283634,-0.3409841757580124,-0.35275218467879993
Trachypithecus phayrei,Trachypithecus phayrei,trachypithecus phayrei,trachypithecus phayrei,trachypithecus phayrei,1,1,1,FALSE,30,28.3,3.342861804649192,20.479999999999997,0.9367943776179378,arboreal,FALSE,0.1,26.51128088658764,-0.5472067671283634,-0.17411773801173552,-0.09769392308007396
Trachypithecus pileatus,Trachypithecus pileatus,trachypithecus pileatus,trachypithecus pileatus,trachypithecus pileatus,1,1,1,FALSE,30,25.2,3.2268439945173775,24.830000000000002,0.9075577295099808,arboreal,FALSE,0.1,22.870454783651518,-0.5472067671283634,-0.5339919305138894,-0.33729410821827116
Trachypithecus vetulus,Trachypithecus vetulus,trachypithecus vetulus,trachypithecus vetulus,trachypithecus vetulus,1,1,1,FALSE,30,23,3.1354942159291497,8.03,0.9901950621358374,arboreal,FALSE,0.1,22.77448642912426,-0.5472067671283634,-0.5434778364909437,-0.5073329492840883
Varecia rubra,Varecia rubra,varecia rubra,varecia rubra,varecia rubra,1,1,0,FALSE,90,37.5,3.624340932976365,15.44,0.9639097761610175,arboreal,FALSE,0.1,36.14661660603816,2.475776958592962,0.7782783840464041,0.6133775941042527
Varecia variegata,Varecia variegata,varecia variegata,varecia variegata,varecia variegata,1,1,0,FALSE,100,32,3.4657359027997265,19.18,0.9444911088161634,arboreal,FALSE,0.1,30.22371548211723,2.9796075795465162,0.19283453175084736,0.1882804914397096
Ateles chamek,Ateles chamek,ateles chamek,ateles chamek,ateles chamek,1,1,0,FALSE,60,42.8,3.756538102587751,7.01,0.992524866311091,arboreal,FALSE,0.1,42.480064278114696,0.9642850957322994,1.4043023418797942,1.023016620308267
Callithrix kuhlii,Callithrix kuhlii,callithrix kuhlii,callithrix kuhlii,callithrix kuhlii,1,1,0,FALSE,30,20,2.995732273553991,15.62,0.9630686373944737,arboreal,FALSE,0.1,19.261372747889475,-0.5472067671283634,-0.8907284091516557,-0.739204096192021
Cebus nigritus,Cebus nigritus,cebus nigritus,cebus nigritus,cebus nigritus,1,1,0,FALSE,40,44,3.784189633918261,23.1,0.9198214973217377,arboreal,FALSE,0.1,40.47214588215646,-0.043376146174809144,1.2058314479326884,1.1157650790714402
Saguinus labiatus,Saguinus labiatus,saguinus labiatus,saguinus labiatus,saguinus labiatus,1,1,0,FALSE,30,20.5,3.0204248861443626,6.4,0.9937679191605964,arboreal,FALSE,0.1,20.372242342792227,-0.5472067671283634,-0.7809254998288436,-0.700558905040699
Saguinus nigricollis,Saguinus nigricollis,saguinus nigricollis,saguinus nigricollis,saguinus nigricollis,1,1,0,FALSE,30,15.2,2.7212954278522306,3.04,0.9985927540074452,arboreal,FALSE,0.1,15.178609860913166,-0.5472067671283634,-1.294285446919394,-1.1101979312447132
Cercocebus atys,Cercocebus atys,cercocebus atys,cercocebus atys,cercocebus atys,1,1,1,FALSE,40,26.8,3.288401887516811,7.92,0.9904614256966512,arboreal,FALSE,0.1,26.54436620867025,-0.043376146174809144,-0.1708474490082177,-0.2136294965340403
Prolemur simus,Prolemur simus,prolemur simus,prolemur simus,prolemur simus,1,1,0,FALSE,10,12,2.4849066497880004,21.759999999999998,0.9287448642521512,arboreal,FALSE,0.1,11.144938371025814,-1.5548680090354718,-1.6929900895474848,-1.3575271546131749
Chiropotes albinasus,Chiropotes albinasus,chiropotes albinasus,chiropotes albinasus,chiropotes albinasus,1,1,0,FALSE,40,17,2.833213344056216,8.41,0.9892468215973416,arboreal,FALSE,0.1,16.817195967154806,-0.043376146174809144,-1.132320872079247,-0.9710752430999536
Pithecia aequatorialis,Pithecia aequatorialis,pithecia aequatorialis,pithecia aequatorialis,pithecia aequatorialis,1,1,0,FALSE,30,14.9,2.7013612129514133,2.46,0.9990784301944899,arboreal,FALSE,0.1,14.8862686098979,-0.5472067671283634,-1.323181655820815,-1.1333850459355066
Pithecia monachus,Pithecia monachus,pithecia monachus,pithecia monachus,pithecia monachus,1,1,0,FALSE,30,24.6,3.202746442938317,6.29,0.9939800925665009,arboreal,FALSE,0.1,24.451910277135923,-0.5472067671283634,-0.37767437987975505,-0.3836683375998575
